"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LJPC","La Jolla Pharmaceutical Company","5.53","$150.96M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","12.06","$70.99M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","11.17","$563.67M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","45","$1.16B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","20.59","$164.23M","1986","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","305.48","$44.34B","1984","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","72.86","$7.34B","1996","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","158.25","$4.35B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings II, Inc.","10","$395.31M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/lca",
"LCAHU","Landcadia Holdings II, Inc.","10.24","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings II, Inc.","0.6","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/lcahw",
"LNDC","Landec Corporation","10.38","$302.91M","1996","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","25.61","$115.08M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","9.79","$249.43M","2014","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrk",
"LMRKN","Landmark Infrastructure Partners LP","24.425","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkn",
"LMRKO","Landmark Infrastructure Partners LP","23.35","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","23.9985","n/a","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","8.63","$281.3M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","110.25","$4.23B","1993","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/lstr",
"LTRN","Lantern Pharma Inc.","13.29","$82.63M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ltrn",
"LNTH","Lantheus Holdings, Inc.","14.085","$562.57M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","3.49","$97.58M","2000","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/ltrx",
"LRMR","Larimar Therapeutics, Inc.","15.2","$232.85M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lrmr",
"LSCC","Lattice Semiconductor Corporation","27.42","$3.69B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","10.3","$2.16B","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","34.98","$314.69M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/laws",
"LAZY","Lazydays Holdings, Inc.","8.12","$68.08M","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lazy",
"LCNB","LCNB Corporation","15.54","$201.55M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lcnb",
"LPTX","LEAP THERAPEUTICS, INC.","2.57","$92M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lptx",
"LEGH","Legacy Housing Corporation","13.74","$340.26M","2018","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/legh",
"LEGN","Legend Biotech Corporation","38.58","$4.99B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/legn",
"INFR","Legg Mason Global Infrastructure ETF","28.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/infr",
"LVHD","Legg Mason Low Volatility High Dividend ETF","29.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lvhd",
"SQLV","Legg Mason Small-Cap Quality Value ETF","23.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sqlv",
"LACQ","Leisure Acquisition Corp.","10.4332","$73.43M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacq",
"LACQU","Leisure Acquisition Corp.","11.4829","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqu",
"LACQW","Leisure Acquisition Corp.","0.5","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqw",
"LMAT","LeMaitre Vascular, Inc.","24.86","$501.64M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","277.8","$3.63B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/tree",
"LEVL","Level One Bancorp, Inc.","17.79","$137.53M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/levl",
"LXRX","Lexicon Pharmaceuticals, Inc.","1.86","$198.96M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lxrx",
"LX","LexinFintech Holdings Ltd.","10.76","$1.95B","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lx",
"LFAC","LF Capital Acquistion Corp.","10.51","$203.96M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/lfac",
"LFACU","LF Capital Acquistion Corp.","11.23","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/lfacu",
"LFACW","LF Capital Acquistion Corp.","0.8699","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/lfacw",
"LGIH","LGI Homes, Inc.","92.47","$2.32B","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","159.95","$5.05B","2005","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/lhcg",
"LLIT","Lianluo Smart Limited","0.6598","$19M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/llit",
"LBRDA","Liberty Broadband Corporation","128.76","$23.42B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","129.91","$23.63B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbrdk",
"LBTYA","Liberty Global plc","22.53","$13.66B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","22.3","$13.52B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","22.04","$13.36B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Latin America Ltd.","10.72","$1.96B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lila",
"LILAK","Liberty Latin America Ltd.","10.32","$1.88B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lilak",
"BATRA","Liberty Media Corporation","22.19","$1.14B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batra",
"BATRK","Liberty Media Corporation","21.9","$1.12B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batrk",
"FWONA","Liberty Media Corporation","33.61","$7.79B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fwona",
"FWONK","Liberty Media Corporation","35.97","$8.34B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fwonk",
"LSXMA","Liberty Media Corporation","37.01","$11.61B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","39.09","$12.26B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxmb",
"LSXMK","Liberty Media Corporation","36.59","$11.48B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxmk",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","2.56","$192.31M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","57.99","$4.36B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ltrpb",
"LSAC","LifeSci Acquisition Corp.","9.74","$79.91M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lsac",
"LSACU","LifeSci Acquisition Corp.","10.9","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lsacu",
"LSACW","LifeSci Acquisition Corp.","0.97","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lsacw",
"LCUT","Lifetime Brands, Inc.","6.49","$139.44M","1991","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","14.55","$208.26M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","2.382","$37.12M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","110.98","$1.78B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","5","$16.82M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","3.04","$78.62M","1996","Technology","Semiconductors","https://old.nasdaq.com/symbol/lpth",
"LLEX","Lilis Energy, Inc.","0.2606","$24.86M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/llex",
"LMB","Limbach Holdings, Inc.","3.89","$30.55M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/lmb",
"LLNW","Limelight Networks, Inc.","5.08","$607.87M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/llnw",
"LMST","Limestone Bancorp, Inc.","12.6","$94.37M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lmst",
"LMNL","Liminal BioSciences Inc.","8.86","$207.5M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lmnl",
"LMNR","Limoneira Co","14.71","$262.69M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","4.31","$113.63M","2005","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","83.8","$4.98B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc. ","9.37","$466.92M","2013","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/lind",
"LPCN","Lipocine Inc.","0.9399","$45M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lpcn",
"LIQT","LiqTech International, Inc.","5.61","$121.41M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/liqt",
"YVR","Liquid Media Group Ltd.","1.535","$15.34M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/yvr",
"LQDA","Liquidia Technologies, Inc.","8.6","$244M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/lqda",
"LQDT","Liquidity Services, Inc.","5.84","$198.68M","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","166.93","$4.05B","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/lfus",
"LIVK","LIV Capital Acquisition Corp.","9.82","$99.5M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/livk",
"LIVKU","LIV Capital Acquisition Corp.","10.01","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/livku",
"LIVKW","LIV Capital Acquisition Corp.","0.32","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/livkw",
"LIVN","LivaNova PLC","47.66","$2.32B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","15.26","$618.17M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","9.42","$15.87M","n/a","Finance","Finance/Investors Services","https://old.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","35.83","$2.37B","2000","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lpsn",
"LIVX","LiveXLive Media, Inc.","3.09","$184.25M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/livx",
"LVGO","Livongo Health, Inc.","66.52","$6.51B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/lvgo",
"LIZI","LIZHI INC.","5.08","$232.32M","2020","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/lizi",
"LKQ","LKQ Corporation","27.92","$8.49B","n/a","Consumer Services","Motor Vehicles","https://old.nasdaq.com/symbol/lkq",
"LMFA","LM Funding America, Inc.","1.07","$4.07M","2015","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.0851","n/a","2015","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lmfaw",
"LMPX","LMP Automotive Holdings, Inc.","11.88","$117.9M","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lmpx",
"LOGC","LogicBio Therapeutics, Inc.","7.94","$186.06M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/logc",
"LOGI","Logitech International S.A.","60.82","$10.21B","1997","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","85.13","$4.15B","2009","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/logm",
"CNCR","Loncar Cancer Immunotherapy ETF","26.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cncr",
"CHNA","Loncar China BioPharma ETF","28.7375","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chna",
"LONE","Lonestar Resources US Inc.","0.818","$20.67M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/lone",
"LOAC","Longevity Acquisition Corporation","10.45","$55.07M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loac",
"LOACR","Longevity Acquisition Corporation","0.2101","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacr",
"LOACU","Longevity Acquisition Corporation","10.4","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacu",
"LOACW","Longevity Acquisition Corporation","0.1499","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacw",
"LOOP","Loop Industries, Inc.","9.88","$394.38M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/loop",
"LORL","Loral Space and Communications, Inc.","20.35","$629.48M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/lorl",
"LPLA","LPL Financial Holdings Inc.","81.91","$6.46B","2010","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/lpla",
"LYTS","LSI Industries Inc.","6.8","$178.11M","1985","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/lyts",
"LK","Luckin Coffee Inc.","4.04","$1.02B","2019","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/lk",
"LULU","lululemon athletica inc.","310.61","$40.44B","2007","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","76.83","$5.75B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","30.32","$1.39B","2000","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmnx",
"LUMO","Lumos Pharma, Inc.","15.66","$129.87M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lumo",
"LUNA","Luna Innovations Incorporated","6.31","$192.37M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/luna",
"LKCO","Luokung Technology Corp","0.627","$126.23M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/lkco",
"LBC","Luther Burbank Corporation","9.74","$546.97M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/lbc",
"LYFT","Lyft, Inc.","36.71","$11.26B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lyft",
"LYRA","Lyra Therapeutics, Inc.","13.19","$170.47M","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lyra",
"MCBC","Macatawa Bank Corporation","7.55","$257.52M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","10.39","$109.44M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","34.11","$2.27B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","22.75","$1.12B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","109.79","$1.69B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","3.05","$70.62M","1993","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","73.3","$1.83B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/mgln",
"MGTA","Magenta Therapeutics, Inc.","9.26","$365.62M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgta",
"MGIC","Magic Software Enterprises Ltd.","11.65","$570.58M","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mgic",
"MGYR","Magyar Bancorp, Inc.","9.49","$55.14M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","1.31","$110.98M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhld",
"MNSB","MainStreet Bancshares, Inc.","13.56","$112.01M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mnsb",
"MJCO","Majesco","7.64","$330.7M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mjco",
"MMYT","MakeMyTrip Limited","17.05","$1.76B","2010","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","53.39","$1.1B","2014","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","12.03","$91.84M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mlvf",
